Year,Surname,Frecuency
2023,Chicaiza,539
2023,Urrutia,539
2023,Cantos,538
2023,Rengifo,538
2023,Alcon,537
2023,Quijada,537
2023,Sandu,537
2023,Georgieva,536
2023,Barral,534
2023,Blanca,534
2023,Encabo,534
2023,Nogueira,534
2023,Oñate,534
2023,Salinero,534
2023,Abajo,533
2023,Borges,533
2023,Justo,531
2023,Marquina,531
2023,Rayo,530
2023,Salvatierra,530
2023,Agustín,529
2023,Mañas,529
2023,Merlo,529
2023,Olías,529
2023,Villalta,529
2023,Alemán,528
2023,Gabaldón,528
2023,Albert,527
2023,Altamirano,527
2023,Leyva,526
2023,Nieva,526
2023,Abella,524
2023,Juez,524
2023,Colmenar,523
2023,Trenado,523
2023,Alberca,522
2023,Olivas,522
2023,Galisteo,519
2023,Monteagudo,519
2023,Mayordomo,518
2023,Verde,518
2023,Cristea,517
2023,Cruzado,517
2023,Monte,517
2023,Callejas,516
2023,Casarrubios,516
2023,Celis,516
2023,Florea,516
2023,Megias,515
2023,Paramo,515
2023,Piris,515
2023,Bastidas,513
2023,Botella,513
2023,Nájera,513
2023,Raboso,513
2023,Sarango,512
2023,Somolinos,511
2023,Alejo,510
2023,Almansa,510
2023,Cantalejo,510
2023,Lerma,510
2023,Tornero,510
2023,Trapero,510
2023,Vicario,510
2023,Alcañiz,509
2023,Arriba,509
2023,Camuñas,509
2023,Nogal,509
2023,Algaba,507
2023,Amigo,507
2023,Lazar,507
2023,Pozas,507
2023,Zavala,507
2023,Reguera,506
2023,Collantes,505
2023,Ilie,505
2023,Varona,505
2023,Zhan,505
2023,Burgueño,503
2023,Mármol,503
2023,Canto,502
2023,Munteanu,502
2023,Sarabia,502
2023,Arriaga,501
2023,Milla,501
2023,Rosero,501
2023,Khan,500
2023,Rusu,500
2023,Siles,500
2023,Viera,500
2023,Malagón,499
2023,Smith,498
2023,Antequera,497
2023,Arco,497
2023,Moraga,497
2023,Osa,497
2023,Alzate,496
2023,Arrieta,496
2023,Barea,496
2023,Bote,496
2023,Esquinas,496
2023,Morocho,496
2023,Pallares,496
2023,Peso,496
2023,Somoza,496
2023,Belhaj,495
2023,Encinar,494
2023,Rosell,494
2023,Torralbo,493
2023,Becerril,492
2023,Esquivel,492
2023,Estébanez,492
2023,Cubas,491
2023,Stefan,491
2023,Aragoneses,490
2023,Bárcena,490
2023,Peñafiel,490
2023,Ricote,490
2023,Sicilia,490
2023,Tébar,490
2023,Campuzano,489
2023,Cozar,488
2023,Espino,488
2023,Cabral,487
2023,Lagos,487
2023,Larrea,487
2023,Oprea,487
2023,Estebaranz,486
2023,Hoyas,486
2023,Acebes,485
2023,Lee,485
2023,Mozo,484
2023,Plasencia,484
2023,Pliego,484
2023,Raposo,484
2023,Gao,483
2023,Masa,483
2023,Dimitrova,482
2023,Georgiev,482
2023,Peñaranda,482
2023,Pinzón,482
2023,Singh,482
2023,Barreno,481
2023,Chavarría,481
2023,Macho,481
2023,Rúa,481
2023,Saugar,481
2023,Torija,481
2023,Guinea,480
2023,Teixeira,480
2023,Uríarte,480
2023,Almarza,479
2023,Barrena,479
2023,Bragado,479
2023,Verdú,479
2023,Castello,478
2023,Erazo,478
2023,Mohedano,478
2023,Vivanco,478
2023,Berenguer,476
2023,Morera,476
2023,Resino,476
2023,Lucero,475
2023,Rahman,475
2023,Villalón,475
2023,Barrionuevo,474
2023,Moratalla,474
2023,Toapanta,473
2023,Vasco,473
2023,Panizo,472
2023,Pintor,472
2023,Cabrerizo,471
2023,Peces,471
2023,Abascal,470
2023,Cedillo,470
2023,Espinola,470
2023,Francés,470
2023,Samper,470
2023,Timón,470
2023,Arcas,469
2023,Cerón,469
2023,Ludeña,469
2023,Pindado,469
2023,Conesa,468
2023,Forero,468
2023,Regalado,467
2023,Sotillo,467
2023,Souto,467
2023,Coloma,466
2023,Cejudo,465
2023,Manzaneque,465
2023,Pascua,465
2023,Tabernero,465
2023,Carnero,464
2023,Consuegra,464
2023,Toma,464
2023,Merinero,463
2023,Miguelez,462
2023,Rica,462
2023,Águeda,461
2023,Cura,461
2023,Isla,461
2023,Loeches,460
2023,Megia,460
2023,Caiza,459
2023,Nadal,459
2023,Pachón,459
2023,Toral,459
2023,Velayos,459
2023,Rodenas,458
2023,Arriero,457
2023,Olivar,457
2023,Rupérez,457
2023,Benali,456
2023,Calles,456
2023,Cuadra,456
2023,Granero,456
2023,Pernia,456
2023,Zorita,456
2023,Belda,455
2023,Berrio,455
2023,Albaladejo,454
2023,Cerda,454
2023,Riaño,454
2023,Riquelme,454
2023,Arboleda,453
2023,Gaviria,453
2023,Mantilla,453
2023,Melgarejo,453
2023,Pinel,453
2023,Cardeña,452
2023,Grau,452
2023,Lazo,452
2023,Antona,451
2023,Figuereo,451
2023,Herrador,451
2023,Iriarte,451
2023,Trueba,451
2023,Vanegas,451
2023,Vigil,451
2023,Abarca,450
2023,Muelas,450
2023,Colomo,449
2023,Marcano,449
2023,Municio,449
2023,Tortosa,449
2023,Anta,448
2023,Cacho,448
2023,Carbonero,448
2023,Damián,448
2023,Elena,447
2023,Enciso,447
2023,Lanza,447
2023,Llopis,447
2023,Miguez,447
2023,Font,446
2023,Serradilla,446
2023,Campoverde,445
2023,Cardenal,445
2023,Gamella,445
2023,Lozada,445
2023,Olaya,445
2023,Vilar,444
2023,Carvalho,443
2023,Picón,443
2023,Presa,443
2023,Armenteros,442
2023,Candela,442
2023,Lomas,442
2023,Sanmartín,442
2023,Almendro,440
2023,Andrei,440
2023,Veliz,440
2023,Perera,439
2023,Riaza,439
2023,Zambrana,439
2023,Bohórquez,438
2023,Clavero,438
2023,Goñi,438
2023,Lu,437
2023,Villares,437
2023,Abadía,436
2023,Dimitrov,436
2023,Olea,436
2023,Aranguren,435
2023,Casco,435
2023,Castrejón,435
2023,Leo,435
2023,Armijos,434
2023,Celada,434
2023,Colina,434
2023,Granizo,434
2023,Hortelano,434
2023,Izaguirre,434
2023,Victoria,434
2023,Baz,433
2023,Lucio,433
2023,Angeles,432
2023,Galiana,432
2023,Alegría,431
2023,Arroba,431
2023,Collaguazo,431
2023,Herradon,431
2023,Junquera,431
2023,Meco,431
2023,Mesonero,431
2023,Bernardino,429
2023,Lezcano,429
2023,Morel,429
2023,Sanchidrian,429
2023,Yánez,428
2023,Correia,427
2023,Farías,427
2023,Gaona,427
2023,Ion,427
2023,Ripoll,427
2023,Sancha,427
2023,Doncel,426
2023,Soares,426
2023,Yépez,426
2023,Escalera,425
2023,Montaña,425
2023,Corona,424
2023,Tejera,424
2023,Vlad,424
2023,Carbajal,423
2023,Kim,423
2023,Ma,423
2023,Montejano,423
2023,Santillán,423
2023,Ajenjo,422
2023,Chirinos,422
2023,Pires,422
2023,Obando,421
2023,Aguiar,420
2023,Nunes,420
2023,Larios,419
2023,Arquero,418
2023,Cao,418
2023,Colino,418
2023,Limón,418
2023,Vigara,418
2023,Illan,417
2023,Lavado,417
2023,Riveros,417
2023,Barbera,416
2023,Bosque,416
2023,Loor,416
2023,Molino,416
2023,Ortuño,416
2023,Stanciu,416
2023,Zelaya,416
2023,Benayas,415
2023,Manuel,415
2023,Chinchilla,413
2023,Espinar,413
2023,Preda,413
2023,Rodelgo,413
2023,Torrente,413
2023,Balan,412
2023,Claros,412
2023,Góngora,412
2023,Hossain,412
2023,Pulgar,412
2023,Clavijo,411
2023,Troya,411
2023,Colas,410
2023,Modéjar,410
2023,Pecharromán,410
2023,Lominchar,409
2023,Barbu,408
2023,Marchena,408
2023,Platero,408
2023,Sotomayor,408
2023,Ungureanu,407
2023,Valls,407
2023,Aldana,406
2023,Almonte,406
2023,Barrantes,406
2023,Lupu,406
2023,Manchado,406
2023,Marañón,406
2023,Sen,406
2023,Tajuelo,406
2023,Vallejos,406
2023,Arcones,405
2023,Craciun,404
2023,Ionita,404
2023,Parro,404
2023,Pedroche,404
2023,Saucedo,404
2023,Siguero,404
2023,Ionescu,403
2023,Navacerrada,403
2023,Poyatos,403
2023,Pradillo,403
2023,Sanchis,403
2023,Gadea,402
2023,Guardiola,402
2023,Loro,402
2023,Parreño,402
2023,Paucar,402
2023,Sol,402
2023,Dong,401
2023,Moñino,401
2023,Padrón,401
2023,Mancheño,400
2023,Menchero,400
2023,Shi,400
2023,Pla,399
2023,Romeral,399
2023,Santa Cruz,399
2023,Bayo,398
2023,Choque,397
2023,Islam,397
2023,Mocanu,397
2023,Anghel,396
2023,Cañamero,396
2023,Concha,396
2023,Illana,396
2023,Quiñonez,396
2023,Ruz,396
2023,Torregrosa,396
2023,Amarilla,395
2023,Mendiola,395
2023,Corredera,394
2023,Mallo,394
2023,Nebreda,394
2023,Roda,394
2023,Silván,394
2023,Cai,393
2023,Condori,393
2023,Luca,393
2023,Nistal,393
2023,Reguero,393
2023,Figueredo,392
2023,Marchante,392
2023,Neagu,392
2023,Yin,392
2023,Andrino,391
2023,Rentero,391
2023,Bernabéu,390
2023,Carlos,390
2023,Fuster,390
2023,Llorens,390
2023,Prats,390
2023,Vilela,390
2023,Antelo,389
2023,Corroto,389
2023,Coto,389
2023,Mato,389
2023,Peco,389
2023,Quijano,389
2023,Sequera,389
2023,Aller,388
2023,Caso,388
2023,Batres,387
2023,Fraguas,387
2023,Monterrubio,387
2023,Puga,387
2023,Tudor,387
2023,Juanes,386
2023,Negrete,386
2023,Renedo,386
2023,Castrillón,385
2023,Jarillo,385
2023,Jódar,385
2023,Magaña,385
2023,Valladolid,385
2023,Barreda,384
2023,Coman,384
2023,Cortina,384
2023,Ondo,384
2023,Seijas,384
2023,Quiles,383
2023,Vecino,383
2023,Catalina,382
2023,Iordache,382
2023,Tejerina,382
2023,Amoros,381
2023,Candelas,381
2023,Lizana,381
2023,Ugena,381
2023,Yunta,381
2023,Alhambra,380
2023,Quintas,380
2023,Vizuete,380
2023,Allende,379
2023,Catalá,379
2023,Perona,379
2023,Caparros,378
2023,Laborda,378
2023,Manea,378
2023,Pinar,378
2023,Rascón,378
2023,Afkir,377
2023,Afonso,377
2023,Balbuena,377
2023,Galvis,377
2023,Paulino,377
2023,Uría,377
2023,Yusta,377
2023,Lechuga,376
2023,Muresan,376
2023,Prudencio,376
2023,Riesgo,376
2023,Cogolludo,375
2023,Esparza,375
2023,Lavín,375
2023,Hermosilla,374
2023,Naharro,374
2023,Reyero,374
2023,Ndiaye,373
2023,Braojos,372
2023,Lope,372
2023,Noboa,372
2023,Ahijado,371
2023,Bastida,371
2023,Ene,370
2023,Fontán,370
2023,Palomero,370
2023,Petrova,370
2023,Tapiador,370
2023,Arrabal,369
2023,Gismero,369
2023,Plana,369
2023,Díaz Maroto,368
2023,Fúnez,368
2023,Mujica,368
2023,Pintos,368
2023,Reviriego,368
2023,San Andrés,368
2023,Ampuero,367
2023,Fernández Pacheco,367
2023,Lemus,367
2023,Ballestero,366
2023,Estepa,366
2023,Fierro,366
2023,Lorca,366
2023,Sala,366
2023,Cava,365
2023,Cerdán,365
2023,Farfán,365
2023,Fariñas,365
2023,German,365
2023,Mogollón,365
2023,Pereyra,365
2023,Pinillos,365
2023,Tinoco,364
2023,Busto,363
2023,Lage,363
2023,Orden,363
2023,Rivilla,363
2023,Lancho,362
2023,Revenga,362
2023,Zayas,362
2023,Lebrón,361
2023,Llerena,361
2023,Lucia,361
2023,Medel,361
2023,Onrubia,361
2023,Pueyo,361
2023,Simancas,361
2023,Alejandre,360
2023,Javier,360
2023,Rama,360
2023,Saura,360
2023,Burguillo,359
2023,Lasso,359
2023,Povedano,359
2023,Zuluaga,359
2023,Cancho,358
2023,Chimeno,358
2023,Pescador,358
2023,Rossi,358
2023,Rovira,358
2023,Villavicencio,358
2023,Augusto,357
2023,Britez,357
2023,Cuello,357
2023,Lendinez,357
2023,Malo,357
2023,Paños,357
2023,Vozmediano,357
2023,Arguelles,356
2023,Bayona,356
2023,Hevia,356
2023,Ndong,356
2023,Yan,356
2023,Ardila,355
2023,Díaz Guerra,355
2023,Maganto,355
2023,Villamayor,355
2023,Vindel,355
2023,Relaño,354
2023,Tanase,354
2023,Canal,353
2023,Santa,353
2023,Sayago,353
2023,Almena,352
2023,Bernardos,352
2023,Colmenero,352
2023,Peguero,352
2023,Rozalén,352
2023,Stoian,352
2023,Alva,351
2023,Couto,351
2023,Lorite,351
2023,San Pedro,351
2023,Benedicto,350
2023,Cal,349
2023,Landa,349
2023,Marinas,349
2023,Utrera,349
2023,Bastante,348
2023,Caamaño,348
2023,Cojocaru,348
2023,Moscoso,348
2023,Rollón,348
2023,Badea,347
2023,Da Costa,347
2023,Enache,347
2023,Petrov,347
2023,Berzosa,346
2023,Hueso,346
2023,Matarranz,346
2023,Morcuende,346
2023,Ferro,345
2023,Garijo,345
2023,Sarria,345
2023,Velilla,345
2023,Cabellos,344
2023,Cantón,344
2023,Corchero,344
2023,Gonçalves,344
2023,Olivo,344
2023,Pombo,344
2023,Quishpe,344
2023,Uddin,344
2023,Bernaldo De Quirós,343
2023,Gayoso,343
2023,Urdiales,343
2023,Alcivar,342
2023,Castañón,342
2023,Palancar,342
2023,Palazón,342
2023,Brasero,341
2023,Cecilia,341
2023,Roig,341
2023,Coll,340
2023,Figueras,340
2023,Fortes,340
2023,Higuero,340
2023,Rodado,340
2023,Torremocha,340
2023,Tudela,340
2023,Boza,339
2023,Cadena,339
2023,Hernaiz,339
2023,Mascaraque,339
2023,Shan,339
2023,Sopeña,339
2023,Torrero,339
2023,Conejero,338
2023,Suazo,338
2023,Adrados,337
2023,Calatayud,337
2023,Colado,337
2023,Dragomir,337
2023,Liñán,337
2023,Lizcano,337
2023,Arriola,336
2023,Bullido,336
2023,Écija,336
2023,Lera,336
2023,Llamazares,336
2023,Marian,336
2023,Olmedilla,336
2023,Casamayor,335
2023,Cuerva,335
2023,Escalada,335
2023,Jáuregui,335
2023,Paun,335
2023,Quilez,335
2023,Ribera,335
2023,Borras,334
2023,Porcel,334
2023,Adrián,333
2023,Lanchas,333
2023,Morais,333
2023,Mozos,333
2023,Preciado,333
2023,Tejado,333
2023,Utrero,333
2023,Vinagre,333
2023,Bosch,332
2023,Custodio,332
2023,Gañan,332
2023,Navalón,332
2023,Barcia,331
2023,Campoy,331
2023,Cediel,331
2023,Loayza,331
2023,Morejón,331
2023,Romeo,331
2023,Ruiperez,331
2023,Terrero,331
2023,Greciano,330
2023,Miah,330
2023,Morilla,330
2023,Torresano,330
2023,Viedma,330
2023,Agenjo,329
2023,Armada,329
2023,Bargueño,329
2023,Yébenes,329
2023,Criollo,328
2023,Villacorta,328
2023,Beneitez,327
2023,Calonge,327
2023,Garnacho,327
2023,Jacome,327
2023,Nistor,327
2023,Peris,327
2023,Rabanal,327
2023,Villacañas,327
2023,Begum,326
2023,Castellón,326
2023,Jaimes,326
2023,Madueño,326
2023,Moncayo,326
2023,Morente,326
2023,Pato,326
2023,Sotoca,326
2023,Filip,325
2023,Gasco,325
2023,Osma,325
2023,Pernas,325
2023,San Antonio,325
2023,Trigueros,325
2023,Villafranca,325
2023,Murga,324
2023,Vives,324
2023,Calin,323
2023,Huerga,323
2023,Ivan,323
2023,Lapeña,323
2023,Magdaleno,323
2023,Carrizo,322
2023,Gándara,322
2023,Macarro,322
2023,Montealegre,322
2023,Nguema,322
2023,Parrón,322
2023,Valerio,322
2023,Arenal,321
2023,Cádiz,321
2023,Cascales,321
2023,Justiniano,321
2023,Lungu,321
2023,Ocampos,321
2023,Pazmiño,321
2023,Sales,321
2023,Urrea,321
2023,Cambronero,320
2023,Giner,320
2023,Madero,320
2023,Riego,320
2023,Rollan,320
2023,Treviño,320
2023,Bernárdez,319
2023,Cerrillo,319
2023,Gavilanes,319
2023,Huamani,319
2023,Mancera,319
2023,Thomas,319
2023,Amat,318
2023,Bah,318
2023,Florián,318
2023,Gila,318
2023,Hipólito,318
2023,Lloret,318
2023,Vaz,318
2023,Villaseñor,318
2023,Garro,317
2023,Granja,317
2023,Junco,317
2023,Langa,317
2023,Padrino,317
2023,Rego,317
2023,Tobar,317
2023,Zaballos,317
2023,Fu,316
2023,Hermosa,316
2023,Iancu,316
2023,Irala,316
2023,Monasterio,316
2023,Mozas,316
2023,Rosu,315
2023,Chozas,314
2023,Macía,314
2023,Cancela,313
2023,Gómez Calcerrada,313
2023,Guio,313
2023,Huelves,313
2023,Ormeño,313
2023,Vigo,313
2023,Baltasar,312
2023,Cayuela,312
2023,Collazos,312
2023,Costea,312
2023,Doblado,312
2023,Fariña,312
2023,Muntean,312
2023,Piedrahita,312
2023,Reviejo,312
2023,Armero,311
2023,Barrasa,311
2023,Broncano,311
2023,Caja,311
2023,Cuartero,311
2023,Fermín,311
2023,Herrán,311
2023,Oro,311
2023,Pavel,311
2023,Piñas,311
2023,Puche,311
2023,Rafael,311
2023,Sesmero,311
2023,Alcobendas,310
2023,Arnanz,310
2023,Balsera,310
2023,Corpa,310
2023,Vicioso,310
2023,Baca,309
2023,Balboa,309
2023,Bardera,309
2023,Curto,309
2023,Grigore,309
2023,Oreja,309
2023,Pesquera,309
2023,Roche,309
2023,Simion,309
2023,Barona,308
2023,Cruces,308
2023,El Abdellaoui,308
2023,Miro,308
2023,Navío,308
2023,Taborda,308
2023,Torrez,308
2023,Yanes,308
2023,Andino,307
2023,Boto,307
2023,Durango,307
2023,Parrado,307
2023,Riofrio,307
2023,Arregui,306
2023,Espina,306
2023,Hussain,306
2023,Lacalle,306
2023,Luo,306
2023,Maillo,306
2023,San Millán,306
2023,Barbado,305
2023,Bas,305
2023,El Khamlichi,305
2023,Florido,305
2023,Juzgado,305
2023,Mesas,305
2023,Mulero,305
2023,Camarena,304
2023,Cidoncha,304
2023,Garnica,304
2023,Gea,304
2023,Gilabert,304
2023,Horcajuelo,304
2023,Moreda,304
2023,Mulas,304
2023,Posadas,304
2023,Saidi,304
2023,Torrego,304
2023,Varga,304
2023,Beato,303
2023,Campaña,303
2023,Henche,303
2023,Igual,303
2023,Jover,303
2023,Pabón,303
2023,Yela,303
2023,Benites,302
2023,Breton,302
2023,Lledó,302
2023,Racionero,302
2023,Voicu,302
2023,Coso,301
2023,Espadas,301
2023,Garde,301
2023,Robledano,301
2023,CAndía,300
2023,Collar,300
2023,Corraliza,300
2023,Negro,300
2023,Ortigosa,300
2023,Recalde,300
2023,Retuerta,300
2023,Yanguas,300
2023,Esono,299
2023,Jose,299
2023,Pulgarin,299
2023,Sereno,299
2023,Tapias,299
2023,Ledezma,298
2023,Moruno,298
2023,Partida,298
2023,Paul,298
2023,Pradas,298
2023,Villen,298
2023,Albarracín,297
2023,Boluda,297
2023,Borrero,297
2023,Dávalos,297
2023,El Mourabit,297
2023,Escobedo,297
2023,Mba,297
2023,Monteiro,297
2023,Calva,296
2023,Candil,296
2023,Corpas,296
2023,Dobre,296
2023,Eusebio,296
2023,Jorquera,296
2023,Marrón,296
2023,Montañés,296
2023,Neila,296
2023,Tendero,296
2023,Toscano,296
2023,Villasante,296
2023,Ossa,295
2023,Antoranz,294
2023,Armendáriz,294
2023,Huelamo,294
2023,Marino,294
2023,Ni,294
2023,Ogando,294
2023,Oña,294
2023,Ureta,294
2023,Alda,293
2023,Barcala,293
2023,Climent,293
2023,Orta,293
2023,Tardón,293
2023,Ventosa,293
2023,Benjumea,292
2023,Comino,292
2023,Mier,292
2023,Tarazona,292
2023,Briz,291
2023,El Amrani,291
2023,El Yousfi,291
2023,Garate,291
2023,Guirado,291
2023,Hormigos,291
2023,Labrado,291
2023,Malpartida,291
2023,Ontiveros,291
2023,Varo,291
2023,Villoria,291
2023,Avram,290
2023,Balaguer,290
2023,Grisales,290
2023,Peñalba,290
2023,Santisteban,290
2023,Soliz,290
2023,Albacete,289
2023,Bailón,289
2023,Candel,289
2023,Chavero,289
2023,Granada,289
2023,Gumiel,289
2023,Juanas,289
2023,Poma,289
2023,Wei,289
2023,Zuniga,289
2023,Múgica,288
2023,Obispo,288
2023,Rizo,287
2023,Tuñón,287
2023,Barra,286
2023,Bodega,286
2023,Chicote,286
2023,Guardado,286
2023,Lahoz,286
2023,Viloria,286
2023,Alexandru,285
2023,Cintas,285
2023,García Caro,285
2023,Goicoechea,285
2023,Guadaño,285
2023,Hornero,285
2023,Monjas,285
2023,Stancu,285
2023,Astorga,284
2023,Belloso,284
2023,Carneros,284
2023,Comendador,284
2023,Ignacio,284
2023,Nita,284
2023,Pichardo,284
2023,Platas,284
2023,Arauz,283
2023,Barrajon,283
2023,Cabero,283
2023,Cascon,283
2023,Jusdado,283
2023,Milán,283
2023,Orejón,283
2023,Orihuela,283
2023,Echeverri,282
2023,Garvia,282
2023,Mancha,282
2023,Paramio,282
2023,Provencio,282
2023,Ronda,282
2023,Sedeño,282
2023,Temprano,282
2023,Tituaña,282
2023,Triana,281
2023,Viso,281
2023,Alejandro,280
2023,Azcona,280
2023,Betancur,280
2023,Cabezudo,280
2023,Claudio,280
2023,Ladrón De Guevara,280
2023,Picado,280
2023,Salto,280
2023,Tarancón,280
2023,Alvear,279
2023,Canseco,279
2023,Cantalapiedra,279
2023,Encina,279
2023,Escolano,279
2023,Bogado,278
2023,Bogdan,278
2023,Castelo,278
2023,Diop,278
2023,Guan,278
2023,Jumbo,278
2023,Romanillos,278
2023,Salado,278
2023,Urdaneta,278
2023,Ardura,277
2023,Borrallo,277
2023,Calcerrada,277
2023,Enrique,277
2023,Ezquerra,277
2023,Rada,277
2023,Tang,277
2023,Traore,277
2023,Aceña,276
2023,Alfageme,276
2023,Balbas,276
2023,Guirao,276
2023,Lozoya,276
2023,Villaseca,276
2023,Mantecon,275
2023,Mercedes,275
2023,Palacin,275
2023,Retamosa,275
2023,Reyna,275
2023,Xie,275
2023,Aharram,274
2023,Carcamo,274
2023,Carmen,274
2023,Elizalde,274
2023,Escorial,274
2023,Mendy,274
2023,Sanjurjo,274
2023,Ventas,274
2023,Botero,273
2023,Cando,273
2023,Canorea,273
2023,Diz,273
2023,Gragera,273
2023,Manchón,273
2023,Sena,273
2023,Tato,273
2023,Yagüe,273
2023,Bocanegra,272
2023,Cabanas,272
2023,Castell,272
2023,Colon,272
2023,Dumitrescu,272
2023,Palomeque,272
2023,Petre,272
2023,Proaño,272
2023,Sempere,272
2023,Villacis,272
2023,Arrogante,271
2023,Asunción,271
2023,Mestre,271
2023,Raez,271
2023,San Frutos,271
2023,Verdasco,271
2023,Weng,271
2023,Aramburu,270
2023,Blandón,270
2023,Cabezuelo,270
2023,Deza,270
2023,Isidoro,270
2023,Meseguer,270
2023,Piriz,270
2023,Aristizabal,269
2023,Cuerda,269
2023,Du,269
2023,Ferrando,269
2023,Lemos,269
2023,Matey,269
2023,Tascon,269
2023,Ambite,268
2023,Artero,268
2023,Bermeo,268
2023,Cretu,268
2023,El Haddad,268
2023,Gancedo,268
2023,Pancorbo,268
2023,Ponte,268
2023,Ribagorda,268
2023,Rubiano,268
2023,Baciu,267
2023,Grajales,267
2023,Lacasa,267
2023,Marulanda,267
2023,Nolasco,267
2023,Prior,267
2023,Rodera,267
2023,Rosal,267
2023,Bascuñana,266
2023,Botello,266
2023,Lopera,266
2023,Mondragón,266
2023,Perucha,266
2023,Saravia,266
2023,Vallecillo,266
2023,Cañaveras,265
2023,Carabias,265
2023,Caravaca,265
2023,Cartagena,265
2023,Corcobado,265
2023,Jarabo,265
2023,Reino,265
2023,Torosio,265
2023,Viña,265
2023,Agreda,264
2023,Barron,264
2023,Calatrava,264
2023,Capitán,264
2023,Fontecha,264
2023,Garza,264
2023,Lira,264
2023,Madera,264
2023,Pujol,264
2023,Reche,264
2023,Adame,263
2023,Alvarenga,263
2023,Baro,263
2023,Doñoro,263
2023,Espinosa De Los Monteros,263
2023,Huidobro,263
2023,Llera,263
2023,Maradiaga,263
2023,Pacios,263
2023,Zaldívar,263
2023,Acebron,262
2023,Porto,262
2023,Retana,262
2023,Teresa,262
2023,Villaescusa,262
2023,Algora,261
2023,Asencio,261
2023,Barderas,261
2023,Bris,261
2023,Dos Anjos,261
2023,Ferrandiz,261
2023,Jerónimo,261
2023,Laín,261
2023,Ledo,261
2023,Madroñal,261
2023,Orrego,261
2023,Patricio,261
2023,Serena,261
2023,Zegarra,261
2023,Bañon,260
2023,Casquero,260
2023,Cereceda,260
2023,Dragan,260
2023,Honrado,260
2023,Varea,260
2023,Cóndor,259
2023,Doval,259
2023,Gullón,259
2023,Machín,259
2023,Tahiri,259
2023,Vivancos,259
2023,Akter,258
2023,Baonza,258
2023,Centenera,258
2023,Chamba,258
2023,Colman,258
2023,Draghici,258
2023,Iza,258
2023,Llanes,258
2023,Segui,258
2023,Tardío,258
2023,Alburquerque,257
2023,Cabrejas,257
2023,Centurión,257
2023,Chinarro,257
2023,Ferrandez,257
2023,Gamonal,257
2023,Horrillo,257
2023,Madruga,257
2023,ReboLledó,257
2023,Risquez,257
2023,Santano,257
2023,Valdeolivas,257
2023,Cabezón,256
2023,Cordobés,256
2023,Cubo,256
2023,Diezma,256
2023,Gascueña,256
2023,Olteanu,256
2023,Ordas,256
2023,Resa,256
2023,Ron,256
2023,Sirvent,256
2023,Valderas,256
2023,Valor,256
2023,Williams,256
2023,Batanero,255
2023,Corchado,255
2023,Geraldo,255
2023,Keita,255
2023,Pujols,255
2023,Ranera,255
2023,Ursu,255
2023,Uzcategui,255
2023,Castan,254
2023,Ferre,254
2023,Hontoria,254
2023,Intriago,254
2023,Silveira,254
2023,Crisan,253
2023,Manzanedo,253
2023,Nedelcu,253
2023,Ponce De León,253
2023,Alamillo,252
2023,Andrada,252
2023,Bielsa,252
2023,Caminero,252
2023,Colomer,252
2023,Diago,252
2023,Garcinuño,252
2023,Lastras,252
2023,Peñaloza,252
2023,Reynoso,252
2023,Rojano,252
2023,Viñuela,252
2023,Extremera,251
2023,Iacob,251
2023,Roy,251
2023,Tineo,251
2023,Villamil,251
2023,Alemany,250
2023,Burdalo,250
2023,Cumplido,250
2023,Melguizo,250
2023,Miguelañez,250
2023,Orduña,250
2023,Raso,250
2023,Sañudo,250
2023,Torrealba,250
2023,Viñuelas,250
2023,Gisbert,249
2023,Hristova,249
2023,Muzo,249
2023,Porta,249
2023,Regueiro,249
2023,Villajos,249
2023,Agulló,248
2023,Casanueva,248
2023,Dan,248
2023,Ferrari,248
2023,GarciMartín,248
2023,Gualoto,248
2023,Han,248
2023,Molpeceres,248
2023,Pando,248
2023,Reig,248
2023,Virseda,248
2023,Argudo,247
2023,Gay,247
2023,Manteca,247
2023,Zevallos,247
2023,Alberto,246
2023,Armesto,246
2023,Capote,246
2023,Manzanas,246
2023,Sigüenza,246
2023,Torrecillas,246
2023,Vilas,246
2023,Arnau,245
2023,Auñon,245
2023,Ausin,245
2023,Gonzálvez,245
2023,Marban,245
2023,Martíno,245
2023,Taveras,245
2023,Valarezo,245
2023,Bucur,244
2023,Lindo,244
2023,Moraru,244
2023,Orea,244
2023,Rol,244
2023,Salomón,244
2023,Adam,243
2023,Albu,243
2023,Balcázar,243
2023,Caldera,243
2023,Cela,243
2023,Chillón,243
2023,Lamela,243
2023,Leonardo,243
2023,Marroquín,243
2023,Montón,243
2023,Rotaru,243
2023,Sabater,243
2023,Bonillo,242
2023,Caba,242
2023,Fresnillo,242
2023,Lanzas,242
2023,Masso,242
2023,Paraschiv,242
2023,Ruan,242
2023,Vidales,242
2023,Ana,241
2023,Bueso,241
2023,Chavarri,241
2023,Corzo,241
2023,Hellín,241
2023,Johnson,241
2023,Nicolae,241
2023,Payo,241
2023,Teijeiro,241
2023,Barquín,240
2023,Berbel,240
2023,Garrosa,240
2023,Mendo,240
2023,Moneo,240
2023,Sirbu,240
2023,Tarín,240
2023,Tortajada,240
2023,Albendea,239
2023,Munilla,239
2023,Su,239
2023,Zou,239
2023,Albares,238
2023,Blesa,238
2023,Calzadilla,238
2023,Crego,238
2023,Loza,238
2023,Paula,238
2023,Pleite,238
