date,cod_distrito,distrito,cod_barrio,barrio,Gender,Number
2020,8,Fuencarral-El Pardo,86,Valverde,mujeres,33896
2020,8,Fuencarral-El Pardo,87,Mirasierra,hombres,16222
2020,8,Fuencarral-El Pardo,87,Mirasierra,mujeres,17824
2020,8,Fuencarral-El Pardo,88,ElGoloso,hombres,9390
2020,8,Fuencarral-El Pardo,88,ElGoloso,mujeres,9652
2020,9,Moncloa-Aravaca,9,Moncloa-Aravaca,hombres,55975
2020,9,Moncloa-Aravaca,9,Moncloa-Aravaca,mujeres,65708
2020,9,Moncloa-Aravaca,91,CasadeCampo,hombres,6114
2020,9,Moncloa-Aravaca,91,CasadeCampo,mujeres,7087
2020,9,Moncloa-Aravaca,92,Argüelles,hombres,11074
2020,9,Moncloa-Aravaca,92,Argüelles,mujeres,13349
2020,9,Moncloa-Aravaca,93,CiudadUniversitaria,hombres,7483
2020,9,Moncloa-Aravaca,93,CiudadUniversitaria,mujeres,8912
2020,9,Moncloa-Aravaca,94,Valdezarza,hombres,13918
2020,9,Moncloa-Aravaca,94,Valdezarza,mujeres,16487
2020,9,Moncloa-Aravaca,95,Valdemarín,hombres,3197
2020,9,Moncloa-Aravaca,95,Valdemarín,mujeres,3760
2020,9,Moncloa-Aravaca,96,ElPlantío,hombres,1290
2020,9,Moncloa-Aravaca,96,ElPlantío,mujeres,1509
2020,9,Moncloa-Aravaca,97,Aravaca,hombres,12899
2020,9,Moncloa-Aravaca,97,Aravaca,mujeres,14604
2020,10,Latina,10,Latina,hombres,112282
2020,10,Latina,10,Latina,mujeres,129857
2020,10,Latina,101,LosCármenes,hombres,8390
2020,10,Latina,101,LosCármenes,mujeres,9346
2020,10,Latina,102,PuertadelÁngel,hombres,19529
2020,10,Latina,102,PuertadelÁngel,mujeres,22833
2020,10,Latina,103,Lucero,hombres,17091
2020,10,Latina,103,Lucero,mujeres,19692
2020,10,Latina,104,Aluche,hombres,30925
2020,10,Latina,104,Aluche,mujeres,36493
2020,10,Latina,105,Campamento,hombres,9216
2020,10,Latina,105,Campamento,mujeres,10632
2020,10,Latina,106,CuatroVientos,hombres,2958
2020,10,Latina,106,CuatroVientos,mujeres,2923
2020,10,Latina,107,Águilas,hombres,24173
2020,10,Latina,107,Águilas,mujeres,27938
2020,11,Carabanchel,11,Carabanchel,hombres,121317
2020,11,Carabanchel,11,Carabanchel,mujeres,138879
2020,11,Carabanchel,111,Comillas,hombres,10566
2020,11,Carabanchel,111,Comillas,mujeres,12435
2020,11,Carabanchel,112,Opañel,hombres,15389
2020,11,Carabanchel,112,Opañel,mujeres,18292
2020,11,Carabanchel,113,SanIsidro,hombres,18710
2020,11,Carabanchel,113,SanIsidro,mujeres,21313
2020,11,Carabanchel,114,VistaAlegre,hombres,21731
2020,11,Carabanchel,114,VistaAlegre,mujeres,25871
2020,11,Carabanchel,115,PuertaBonita,hombres,16822
2020,11,Carabanchel,115,PuertaBonita,mujeres,19110
2020,11,Carabanchel,116,Buenavista,hombres,23198
2020,11,Carabanchel,116,Buenavista,mujeres,24812
2020,11,Carabanchel,117,Abrantes,hombres,14901
2020,11,Carabanchel,117,Abrantes,mujeres,17046
2020,12,Usera,12,Usera,hombres,67346
2020,12,Usera,12,Usera,mujeres,75548
2020,12,Usera,121,Orcasitas,hombres,10898
2020,12,Usera,121,Orcasitas,mujeres,12275
2020,12,Usera,122,Orcasur,hombres,6846
2020,12,Usera,122,Orcasur,mujeres,7308
2020,12,Usera,123,SanFermín,hombres,11441
2020,12,Usera,123,SanFermín,mujeres,12560
2020,12,Usera,124,Almendrales,hombres,10362
2020,12,Usera,124,Almendrales,mujeres,11817
2020,12,Usera,125,Moscardó,hombres,12673
2020,12,Usera,125,Moscardó,mujeres,14455
2020,12,Usera,126,Zofío,hombres,6773
2020,12,Usera,126,Zofío,mujeres,7639
2020,12,Usera,127,Pradolongo,hombres,8353
2020,12,Usera,127,Pradolongo,mujeres,9494
2020,13,Puente de Vallecas,13,PuentedeVallecas,hombres,114235
2020,13,Puente de Vallecas,13,PuentedeVallecas,mujeres,126632
2020,13,Puente de Vallecas,131,Entrevías,hombres,17076
2020,13,Puente de Vallecas,131,Entrevías,mujeres,18440
2020,13,Puente de Vallecas,132,SanDiego,hombres,20957
2020,13,Puente de Vallecas,132,SanDiego,mujeres,22942
2020,13,Puente de Vallecas,133,PalomerasBajas,hombres,19205
2020,13,Puente de Vallecas,133,PalomerasBajas,mujeres,21705
2020,13,Puente de Vallecas,134,PalomerasSureste,hombres,20610
2020,13,Puente de Vallecas,134,PalomerasSureste,mujeres,22554
2020,13,Puente de Vallecas,135,Portazgo,hombres,13560
2020,13,Puente de Vallecas,135,Portazgo,mujeres,15408
2020,13,Puente de Vallecas,136,Numancia,hombres,22827
2020,13,Puente de Vallecas,136,Numancia,mujeres,25583
2020,14,Moratalaz,14,Moratalaz,hombres,43585
2020,14,Moratalaz,14,Moratalaz,mujeres,52029
2020,14,Moratalaz,141,Pavones,hombres,4274
2020,14,Moratalaz,141,Pavones,mujeres,5081
2020,14,Moratalaz,142,Horcajo,hombres,3074
2020,14,Moratalaz,142,Horcajo,mujeres,3361
2020,14,Moratalaz,143,Marroquina,hombres,12595
2020,14,Moratalaz,143,Marroquina,mujeres,14637
2020,14,Moratalaz,144,MediaLegua,hombres,8185
2020,14,Moratalaz,144,MediaLegua,mujeres,9766
2020,14,Moratalaz,145,Fontarrón,hombres,7935
2020,14,Moratalaz,145,Fontarrón,mujeres,9584
2020,14,Moratalaz,146,Vinateros,hombres,7522
2020,14,Moratalaz,146,Vinateros,mujeres,9600
2020,15,Ciudad Lineal,15,CiudadLineal,hombres,99966
2020,15,Ciudad Lineal,15,CiudadLineal,mujeres,119901
2020,15,Ciudad Lineal,151,Ventas,hombres,21942
2020,15,Ciudad Lineal,151,Ventas,mujeres,26949
2020,15,Ciudad Lineal,152,PuebloNuevo,hombres,29399
2020,15,Ciudad Lineal,152,PuebloNuevo,mujeres,34122
2020,15,Ciudad Lineal,153,Quintana,hombres,11120
2020,15,Ciudad Lineal,153,Quintana,mujeres,14031
2020,15,Ciudad Lineal,154,Concepción,hombres,9374
2020,15,Ciudad Lineal,154,Concepción,mujeres,11779
2020,15,Ciudad Lineal,155,SanPascual,hombres,8152
2020,15,Ciudad Lineal,155,SanPascual,mujeres,9955
2020,15,Ciudad Lineal,156,SanJuanBautista,hombres,5923
2020,15,Ciudad Lineal,156,SanJuanBautista,mujeres,6802
2020,15,Ciudad Lineal,157,Colina,hombres,2938
2020,15,Ciudad Lineal,157,Colina,mujeres,3581
2020,15,Ciudad Lineal,158,Atalaya,hombres,667
2020,15,Ciudad Lineal,158,Atalaya,mujeres,888
2020,15,Ciudad Lineal,159,Costillares,hombres,10451
2020,15,Ciudad Lineal,159,Costillares,mujeres,11794
2020,16,Hortaleza,16,Hortaleza,hombres,91659
2020,16,Hortaleza,16,Hortaleza,mujeres,101605
2020,16,Hortaleza,161,Palomas,hombres,3318
2020,16,Hortaleza,161,Palomas,mujeres,3521
2020,16,Hortaleza,162,Piovera,hombres,7119
2020,16,Hortaleza,162,Piovera,mujeres,7820
2020,16,Hortaleza,163,Canillas,hombres,19028
2020,16,Hortaleza,163,Canillas,mujeres,21810
2020,16,Hortaleza,164,PinardelRey,hombres,24529
2020,16,Hortaleza,164,PinardelRey,mujeres,28633
2020,16,Hortaleza,165,ApóstolSantiago,hombres,7365
2020,16,Hortaleza,165,ApóstolSantiago,mujeres,8190
2020,16,Hortaleza,166,Valdefuentes,hombres,30300
2020,16,Hortaleza,166,Valdefuentes,mujeres,31631
2020,17,Villaverde,17,Villaverde,hombres,73639
2020,17,Villaverde,17,Villaverde,mujeres,80679
2020,17,Villaverde,171,"VillaverdeAlto,CascoHistóricodeVillaverde",hombres,22228
2020,17,Villaverde,171,"VillaverdeAlto,CascoHistóricodeVillaverde",mujeres,24521
2020,17,Villaverde,172,SanCristóbal,hombres,8222
2020,17,Villaverde,172,SanCristóbal,mujeres,8676
2020,17,Villaverde,173,Butarque,hombres,9704
2020,17,Villaverde,173,Butarque,mujeres,10322
2020,17,Villaverde,174,LosRosales,hombres,18336
2020,17,Villaverde,174,LosRosales,mujeres,19771
2020,17,Villaverde,175,Ángeles,hombres,15149
2020,17,Villaverde,175,Ángeles,mujeres,17389
2020,18,Villa de Vallecas,18,VilladeVallecas,hombres,55510
2020,18,Villa de Vallecas,18,VilladeVallecas,mujeres,59002
2020,18,Villa de Vallecas,181,CascoHistóricodeVallecas,hombres,19656
2020,18,Villa de Vallecas,181,CascoHistóricodeVallecas,mujeres,21300
2020,18,Villa de Vallecas,182,SantaEugenia,hombres,11833
2020,18,Villa de Vallecas,182,SantaEugenia,mujeres,12851
2020,18,Villa de Vallecas,183,EnsanchedeVallecas,hombres,24021
2020,18,Villa de Vallecas,183,EnsanchedeVallecas,mujeres,24851
2020,19,Vicálvaro,19,Vicálvaro,hombres,35795
2020,19,Vicálvaro,19,Vicálvaro,mujeres,38253
2020,19,Vicálvaro,191,CascoHistóricodeVicálvaro,hombres,17220
2020,19,Vicálvaro,191,CascoHistóricodeVicálvaro,mujeres,18446
2020,19,Vicálvaro,192,Valdebernardo,hombres,8478
2020,19,Vicálvaro,192,Valdebernardo,mujeres,9356
2020,19,Vicálvaro,193,Valderrivas,hombres,8867
2020,19,Vicálvaro,193,Valderrivas,mujeres,9283
2020,19,Vicálvaro,194,ElCañaveral,hombres,1230
2020,19,Vicálvaro,194,ElCañaveral,mujeres,1168
2020,20,San Blas-Canillejas,20,SanBlas-Canillejas,hombres,76252
2020,20,San Blas-Canillejas,20,SanBlas-Canillejas,mujeres,84970
2020,20,San Blas-Canillejas,201,Simancas,hombres,13574
2020,20,San Blas-Canillejas,201,Simancas,mujeres,15124
2020,20,San Blas-Canillejas,202,Hellín,hombres,4260
2020,20,San Blas-Canillejas,202,Hellín,mujeres,5082
2020,20,San Blas-Canillejas,203,Amposta,hombres,4108
2020,20,San Blas-Canillejas,203,Amposta,mujeres,4766
2020,20,San Blas-Canillejas,204,Arcos,hombres,11612
2020,20,San Blas-Canillejas,204,Arcos,mujeres,13080
2020,20,San Blas-Canillejas,205,Rosas,hombres,15253
2020,20,San Blas-Canillejas,205,Rosas,mujeres,16541
2020,20,San Blas-Canillejas,206,Rejas,hombres,8395
2020,20,San Blas-Canillejas,206,Rejas,mujeres,8904
2020,20,San Blas-Canillejas,207,Canillejas,hombres,13607
2020,20,San Blas-Canillejas,207,Canillejas,mujeres,15440
2020,20,San Blas-Canillejas,208,ElSalvador,hombres,5443
2020,20,San Blas-Canillejas,208,ElSalvador,mujeres,6033
2020,21,Barajas,21,Barajas,hombres,24149
2020,21,Barajas,21,Barajas,mujeres,25861
2020,21,Barajas,211,AlamedadeOsuna,hombres,9533
2020,21,Barajas,211,AlamedadeOsuna,mujeres,10287
2020,21,Barajas,212,Aeropuerto,hombres,975
2020,21,Barajas,212,Aeropuerto,mujeres,925
2020,21,Barajas,213,CascoHistóricodeBarajas,hombres,3688
2020,21,Barajas,213,CascoHistóricodeBarajas,mujeres,3995
2020,21,Barajas,214,Timón,hombres,6151
2020,21,Barajas,214,Timón,mujeres,6702
2020,21,Barajas,215,Corralejos,hombres,3802
2020,21,Barajas,215,Corralejos,mujeres,3952
2021,1,Centro,1,Centro,hombres,71881
2021,1,Centro,1,Centro,mujeres,69355
2021,1,Centro,11,Palacio,hombres,11632
2021,1,Centro,11,Palacio,mujeres,11952
2021,1,Centro,12,Embajadores,hombres,24767
2021,1,Centro,12,Embajadores,mujeres,22471
2021,1,Centro,13,Cortes,hombres,5379
2021,1,Centro,13,Cortes,mujeres,5408
2021,1,Centro,14,Justicia,hombres,9291
2021,1,Centro,14,Justicia,mujeres,8917
2021,1,Centro,15,Universidad,hombres,16692
2021,1,Centro,15,Universidad,mujeres,16734
2021,1,Centro,16,Sol,hombres,4120
2021,1,Centro,16,Sol,mujeres,3873
2021,2,Arganzuela,2,Arganzuela,hombres,72000
2021,2,Arganzuela,2,Arganzuela,mujeres,82243
2021,2,Arganzuela,21,Imperial,hombres,10446
2021,2,Arganzuela,21,Imperial,mujeres,12150
2021,2,Arganzuela,22,Acacias,hombres,16741
2021,2,Arganzuela,22,Acacias,mujeres,19654
2021,2,Arganzuela,23,Chopera,hombres,9118
2021,2,Arganzuela,23,Chopera,mujeres,10959
2021,2,Arganzuela,24,Legazpi,hombres,9574
2021,2,Arganzuela,24,Legazpi,mujeres,9998
2021,2,Arganzuela,25,Delicias,hombres,13352
2021,2,Arganzuela,25,Delicias,mujeres,15022
2021,2,Arganzuela,26,PalosdeMoguer,hombres,12059
2021,2,Arganzuela,26,PalosdeMoguer,mujeres,13726
2021,2,Arganzuela,27,Atocha,hombres,710
2021,2,Arganzuela,27,Atocha,mujeres,734
2021,3,Retiro,3,Retiro,hombres,53800
2021,3,Retiro,3,Retiro,mujeres,64757
2021,3,Retiro,31,Pacífico,hombres,14808
2021,3,Retiro,31,Pacífico,mujeres,18259
2021,3,Retiro,32,Adelfas,hombres,8610
2021,3,Retiro,32,Adelfas,mujeres,10043
2021,3,Retiro,33,Estrella,hombres,10636
2021,3,Retiro,33,Estrella,mujeres,12415
2021,3,Retiro,34,Ibiza,hombres,9549
2021,3,Retiro,34,Ibiza,mujeres,12009
2021,3,Retiro,35,LosJerónimos,hombres,3232
2021,3,Retiro,35,LosJerónimos,mujeres,3696
2021,3,Retiro,36,NiñoJesús,hombres,6965
2021,3,Retiro,36,NiñoJesús,mujeres,8335
2021,4,Salamanca,4,Salamanca,hombres,64540
2021,4,Salamanca,4,Salamanca,mujeres,81476
2021,4,Salamanca,41,Recoletos,hombres,7048
2021,4,Salamanca,41,Recoletos,mujeres,8581
2021,4,Salamanca,42,Goya,hombres,12820
2021,4,Salamanca,42,Goya,mujeres,16659
2021,4,Salamanca,43,FuentedelBerro,hombres,9155
2021,4,Salamanca,43,FuentedelBerro,mujeres,11808
2021,4,Salamanca,44,Guindalera,hombres,18991
2021,4,Salamanca,44,Guindalera,mujeres,22948
2021,4,Salamanca,45,Lista,hombres,9029
2021,4,Salamanca,45,Lista,mujeres,11835
2021,4,Salamanca,46,Castellana,hombres,7497
2021,4,Salamanca,46,Castellana,mujeres,9645
2021,5,Chamartín,5,Chamartín,hombres,65599
2021,5,Chamartín,5,Chamartín,mujeres,80101
2021,5,Chamartín,51,ElViso,hombres,7811
2021,5,Chamartín,51,ElViso,mujeres,9538
2021,5,Chamartín,52,Prosperidad,hombres,16219
2021,5,Chamartín,52,Prosperidad,mujeres,20084
2021,5,Chamartín,53,CiudadJardín,hombres,8306
2021,5,Chamartín,53,CiudadJardín,mujeres,10312
2021,5,Chamartín,54,Hispanoamérica,hombres,14214
2021,5,Chamartín,54,Hispanoamérica,mujeres,17428
2021,5,Chamartín,55,NuevaEspaña,hombres,11150
2021,5,Chamartín,55,NuevaEspaña,mujeres,13547
2021,5,Chamartín,56,Castilla,hombres,7899
2021,5,Chamartín,56,Castilla,mujeres,9192
2021,6,Tetuán,6,Tetuán,hombres,72752
2021,6,Tetuán,6,Tetuán,mujeres,87097
2021,6,Tetuán,61,BellasVistas,hombres,13461
2021,6,Tetuán,61,BellasVistas,mujeres,16004
2021,6,Tetuán,62,CuatroCaminos,hombres,15717
2021,6,Tetuán,62,CuatroCaminos,mujeres,19100
2021,6,Tetuán,63,Castillejos,hombres,9217
2021,6,Tetuán,63,Castillejos,mujeres,11324
2021,6,Tetuán,64,Almenara,hombres,10470
2021,6,Tetuán,64,Almenara,mujeres,12268
2021,6,Tetuán,65,Valdeacederas,hombres,12414
2021,6,Tetuán,65,Valdeacederas,mujeres,14211
2021,6,Tetuán,66,Berruguete,hombres,11473
2021,6,Tetuán,66,Berruguete,mujeres,14190
2021,7,Chamberí,7,Chamberí,hombres,61313
2021,7,Chamberí,7,Chamberí,mujeres,77354
2021,7,Chamberí,71,Gaztambide,hombres,10106
2021,7,Chamberí,71,Gaztambide,mujeres,12842
2021,7,Chamberí,72,Arapiles,hombres,10884
2021,7,Chamberí,72,Arapiles,mujeres,13376
2021,7,Chamberí,73,Trafalgar,hombres,11029
2021,7,Chamberí,73,Trafalgar,mujeres,13599
2021,7,Chamberí,74,Almagro,hombres,8667
2021,7,Chamberí,74,Almagro,mujeres,10879
2021,7,Chamberí,75,RíosRosas,hombres,11977
2021,7,Chamberí,75,RíosRosas,mujeres,15239
2021,7,Chamberí,76,Vallehermoso,hombres,8650
2021,7,Chamberí,76,Vallehermoso,mujeres,11419
2021,8,Fuencarral-El Pardo,8,Fuencarral-ElPardo,hombres,116520
2021,8,Fuencarral-El Pardo,8,Fuencarral-ElPardo,mujeres,131172
2021,8,Fuencarral-El Pardo,81,ElPardo,hombres,1723
2021,8,Fuencarral-El Pardo,81,ElPardo,mujeres,1720
2021,8,Fuencarral-El Pardo,82,Fuentelarreina,hombres,1511
2021,8,Fuencarral-El Pardo,82,Fuentelarreina,mujeres,1845
2021,8,Fuencarral-El Pardo,83,Peñagrande,hombres,20584
2021,8,Fuencarral-El Pardo,83,Peñagrande,mujeres,23799
2021,8,Fuencarral-El Pardo,84,Pilar,hombres,20963
2021,8,Fuencarral-El Pardo,84,Pilar,mujeres,25007
2021,8,Fuencarral-El Pardo,85,LaPaz,hombres,15368
2021,8,Fuencarral-El Pardo,85,LaPaz,mujeres,17637
2021,8,Fuencarral-El Pardo,86,Valverde,hombres,30504
2021,8,Fuencarral-El Pardo,86,Valverde,mujeres,33538
2021,8,Fuencarral-El Pardo,87,Mirasierra,hombres,16520
2021,8,Fuencarral-El Pardo,87,Mirasierra,mujeres,18045
2021,8,Fuencarral-El Pardo,88,ElGoloso,hombres,9347
2021,8,Fuencarral-El Pardo,88,ElGoloso,mujeres,9581
2021,9,Moncloa-Aravaca,9,Moncloa-Aravaca,hombres,55588
2021,9,Moncloa-Aravaca,9,Moncloa-Aravaca,mujeres,65246
2021,9,Moncloa-Aravaca,91,CasadeCampo,hombres,6058
2021,9,Moncloa-Aravaca,91,CasadeCampo,mujeres,7008
2021,9,Moncloa-Aravaca,92,Argüelles,hombres,10974
2021,9,Moncloa-Aravaca,92,Argüelles,mujeres,13188
2021,9,Moncloa-Aravaca,93,CiudadUniversitaria,hombres,7417
2021,9,Moncloa-Aravaca,93,CiudadUniversitaria,mujeres,8758
2021,9,Moncloa-Aravaca,94,Valdezarza,hombres,13744
2021,9,Moncloa-Aravaca,94,Valdezarza,mujeres,16347
2021,9,Moncloa-Aravaca,95,Valdemarín,hombres,3163
2021,9,Moncloa-Aravaca,95,Valdemarín,mujeres,3693
2021,9,Moncloa-Aravaca,96,ElPlantío,hombres,1336
2021,9,Moncloa-Aravaca,96,ElPlantío,mujeres,1580
2021,9,Moncloa-Aravaca,97,Aravaca,hombres,12896
2021,9,Moncloa-Aravaca,97,Aravaca,mujeres,14672
2021,10,Latina,10,Latina,hombres,111209
2021,10,Latina,10,Latina,mujeres,128946
2021,10,Latina,101,LosCármenes,hombres,8338
2021,10,Latina,101,LosCármenes,mujeres,9239
2021,10,Latina,102,PuertadelÁngel,hombres,19344
2021,10,Latina,102,PuertadelÁngel,mujeres,22638
2021,10,Latina,103,Lucero,hombres,17056
2021,10,Latina,103,Lucero,mujeres,19520
2021,10,Latina,104,Aluche,hombres,30626
2021,10,Latina,104,Aluche,mujeres,36342
2021,10,Latina,105,Campamento,hombres,9029
2021,10,Latina,105,Campamento,mujeres,10550
2021,10,Latina,106,CuatroVientos,hombres,2926
2021,10,Latina,106,CuatroVientos,mujeres,2948
2021,10,Latina,107,Águilas,hombres,23890
2021,10,Latina,107,Águilas,mujeres,27709
2021,11,Carabanchel,11,Carabanchel,hombres,120600
2021,11,Carabanchel,11,Carabanchel,mujeres,138033
2021,11,Carabanchel,111,Comillas,hombres,10471
2021,11,Carabanchel,111,Comillas,mujeres,12224
2021,11,Carabanchel,112,Opañel,hombres,15385
2021,11,Carabanchel,112,Opañel,mujeres,18271
2021,11,Carabanchel,113,SanIsidro,hombres,18584
2021,11,Carabanchel,113,SanIsidro,mujeres,21144
2021,11,Carabanchel,114,VistaAlegre,hombres,21440
2021,11,Carabanchel,114,VistaAlegre,mujeres,25642
2021,11,Carabanchel,115,PuertaBonita,hombres,16868
2021,11,Carabanchel,115,PuertaBonita,mujeres,19079
2021,11,Carabanchel,116,Buenavista,hombres,23176
2021,11,Carabanchel,116,Buenavista,mujeres,24832
2021,11,Carabanchel,117,Abrantes,hombres,14676
2021,11,Carabanchel,117,Abrantes,mujeres,16841
2021,12,Usera,12,Usera,hombres,67230
2021,12,Usera,12,Usera,mujeres,75224
2021,12,Usera,121,Orcasitas,hombres,10880
2021,12,Usera,121,Orcasitas,mujeres,12215
2021,12,Usera,122,Orcasur,hombres,6842
2021,12,Usera,122,Orcasur,mujeres,7299
2021,12,Usera,123,SanFermín,hombres,11382
2021,12,Usera,123,SanFermín,mujeres,12456
2021,12,Usera,124,Almendrales,hombres,10543
2021,12,Usera,124,Almendrales,mujeres,11973
2021,12,Usera,125,Moscardó,hombres,12435
2021,12,Usera,125,Moscardó,mujeres,14188
2021,12,Usera,126,Zofío,hombres,6733
2021,12,Usera,126,Zofío,mujeres,7603
2021,12,Usera,127,Pradolongo,hombres,8415
2021,12,Usera,127,Pradolongo,mujeres,9490
2021,13,Puente de Vallecas,13,PuentedeVallecas,hombres,113355
2021,13,Puente de Vallecas,13,PuentedeVallecas,mujeres,125702
2021,13,Puente de Vallecas,131,Entrevías,hombres,16925
2021,13,Puente de Vallecas,131,Entrevías,mujeres,18314
2021,13,Puente de Vallecas,132,SanDiego,hombres,20793
2021,13,Puente de Vallecas,132,SanDiego,mujeres,22781
2021,13,Puente de Vallecas,133,PalomerasBajas,hombres,18959
2021,13,Puente de Vallecas,133,PalomerasBajas,mujeres,21509
2021,13,Puente de Vallecas,134,PalomerasSureste,hombres,20429
2021,13,Puente de Vallecas,134,PalomerasSureste,mujeres,22495
2021,13,Puente de Vallecas,135,Portazgo,hombres,13508
2021,13,Puente de Vallecas,135,Portazgo,mujeres,15228
2021,13,Puente de Vallecas,136,Numancia,hombres,22741
2021,13,Puente de Vallecas,136,Numancia,mujeres,25375
2021,14,Moratalaz,14,Moratalaz,hombres,42662
2021,14,Moratalaz,14,Moratalaz,mujeres,51148
2021,14,Moratalaz,141,Pavones,hombres,4081
2021,14,Moratalaz,141,Pavones,mujeres,4891
2021,14,Moratalaz,142,Horcajo,hombres,3045
2021,14,Moratalaz,142,Horcajo,mujeres,3326
2021,14,Moratalaz,143,Marroquina,hombres,12289
2021,14,Moratalaz,143,Marroquina,mujeres,14369
2021,14,Moratalaz,144,MediaLegua,hombres,7992
2021,14,Moratalaz,144,MediaLegua,mujeres,9668
2021,14,Moratalaz,145,Fontarrón,hombres,7841
2021,14,Moratalaz,145,Fontarrón,mujeres,9449
2021,14,Moratalaz,146,Vinateros,hombres,7414
2021,14,Moratalaz,146,Vinateros,mujeres,9445
2021,15,Ciudad Lineal,15,CiudadLineal,hombres,98514
2021,15,Ciudad Lineal,15,CiudadLineal,mujeres,118304
2021,15,Ciudad Lineal,151,Ventas,hombres,21721
2021,15,Ciudad Lineal,151,Ventas,mujeres,26690
2021,15,Ciudad Lineal,152,PuebloNuevo,hombres,28931
2021,15,Ciudad Lineal,152,PuebloNuevo,mujeres,33800
2021,15,Ciudad Lineal,153,Quintana,hombres,10931
2021,15,Ciudad Lineal,153,Quintana,mujeres,13690
2021,15,Ciudad Lineal,154,Concepción,hombres,9205
2021,15,Ciudad Lineal,154,Concepción,mujeres,11522
2021,15,Ciudad Lineal,155,SanPascual,hombres,8017
2021,15,Ciudad Lineal,155,SanPascual,mujeres,9806
2021,15,Ciudad Lineal,156,SanJuanBautista,hombres,5828
2021,15,Ciudad Lineal,156,SanJuanBautista,mujeres,6656
2021,15,Ciudad Lineal,157,Colina,hombres,2857
2021,15,Ciudad Lineal,157,Colina,mujeres,3510
2021,15,Ciudad Lineal,158,Atalaya,hombres,687
2021,15,Ciudad Lineal,158,Atalaya,mujeres,893
2021,15,Ciudad Lineal,159,Costillares,hombres,10337
2021,15,Ciudad Lineal,159,Costillares,mujeres,11737
2021,16,Hortaleza,16,Hortaleza,hombres,91585
2021,16,Hortaleza,16,Hortaleza,mujeres,101643
2021,16,Hortaleza,161,Palomas,hombres,3360
2021,16,Hortaleza,161,Palomas,mujeres,3531
2021,16,Hortaleza,162,Piovera,hombres,7049
2021,16,Hortaleza,162,Piovera,mujeres,7786
2021,16,Hortaleza,163,Canillas,hombres,18757
2021,16,Hortaleza,163,Canillas,mujeres,21524
2021,16,Hortaleza,164,PinardelRey,hombres,24116
2021,16,Hortaleza,164,PinardelRey,mujeres,28378
2021,16,Hortaleza,165,ApóstolSantiago,hombres,7338
2021,16,Hortaleza,165,ApóstolSantiago,mujeres,8135
2021,16,Hortaleza,166,Valdefuentes,hombres,30965
2021,16,Hortaleza,166,Valdefuentes,mujeres,32289
2021,17,Villaverde,17,Villaverde,hombres,73947
2021,17,Villaverde,17,Villaverde,mujeres,80861
2021,17,Villaverde,171,"VillaverdeAlto,CascoHistóricodeVillaverde",hombres,22180
2021,17,Villaverde,171,"VillaverdeAlto,CascoHistóricodeVillaverde",mujeres,24457
2021,17,Villaverde,172,SanCristóbal,hombres,8345
2021,17,Villaverde,172,SanCristóbal,mujeres,8641
2021,17,Villaverde,173,Butarque,hombres,10048
2021,17,Villaverde,173,Butarque,mujeres,10674
2021,17,Villaverde,174,LosRosales,hombres,18145
2021,17,Villaverde,174,LosRosales,mujeres,19645
2021,17,Villaverde,175,Ángeles,hombres,15229
2021,17,Villaverde,175,Ángeles,mujeres,17444
2021,18,Villa de Vallecas,18,VilladeVallecas,hombres,55606
2021,18,Villa de Vallecas,18,VilladeVallecas,mujeres,59127
2021,18,Villa de Vallecas,181,CascoHistóricodeVallecas,hombres,19284
2021,18,Villa de Vallecas,181,CascoHistóricodeVallecas,mujeres,20957
2021,18,Villa de Vallecas,182,SantaEugenia,hombres,11635
2021,18,Villa de Vallecas,182,SantaEugenia,mujeres,12653
2021,18,Villa de Vallecas,183,EnsanchedeVallecas,hombres,24687
2021,18,Villa de Vallecas,183,EnsanchedeVallecas,mujeres,25517
2021,19,Vicálvaro,19,Vicálvaro,hombres,36497
2021,19,Vicálvaro,19,Vicálvaro,mujeres,38988
2021,19,Vicálvaro,191,CascoHistóricodeVicálvaro,hombres,17141
2021,19,Vicálvaro,191,CascoHistóricodeVicálvaro,mujeres,18407
2021,19,Vicálvaro,192,Valdebernardo,hombres,8350
2021,19,Vicálvaro,192,Valdebernardo,mujeres,9196
2021,19,Vicálvaro,193,Valderrivas,hombres,8752
2021,19,Vicálvaro,193,Valderrivas,mujeres,9209
2021,19,Vicálvaro,194,ElCañaveral,hombres,2254
2021,19,Vicálvaro,194,ElCañaveral,mujeres,2176
2021,20,San Blas-Canillejas,20,SanBlas-Canillejas,hombres,75788
2021,20,San Blas-Canillejas,20,SanBlas-Canillejas,mujeres,84470
2021,20,San Blas-Canillejas,201,Simancas,hombres,13460
2021,20,San Blas-Canillejas,201,Simancas,mujeres,14991
2021,20,San Blas-Canillejas,202,Hellín,hombres,4300
2021,20,San Blas-Canillejas,202,Hellín,mujeres,5059
2021,20,San Blas-Canillejas,203,Amposta,hombres,4091
2021,20,San Blas-Canillejas,203,Amposta,mujeres,4794
2021,20,San Blas-Canillejas,204,Arcos,hombres,11610
2021,20,San Blas-Canillejas,204,Arcos,mujeres,13032
2021,20,San Blas-Canillejas,205,Rosas,hombres,15121
2021,20,San Blas-Canillejas,205,Rosas,mujeres,16413
2021,20,San Blas-Canillejas,206,Rejas,hombres,8284
2021,20,San Blas-Canillejas,206,Rejas,mujeres,8814
